FID,tag,wodate,datedone,size,material,install_yr,location,comments,abandoned,globalid
1249,wpbrk0787,07/20/98,07/20/98,6, , ,"27' W of valve, OD 6.90, depth 55in", ,y,{13600E89-B6E4-43A8-81CB-344D8B74E757}
1250,wpbrk0795,8/6/98,8/10/98,2, , ,"4'7"" deep, 2.40"" OD", ,y,{B628C22E-1AFD-41EE-9B2A-690E85226B15}
1251,wpbrk0799,1/6/99,1/6/99,4, , ,"3' deep, 5.10"" OD, 2' from W edge of pvmt", ,y,{088F9693-2673-4022-9DB5-F14E3D539FEC}
1252,wpbrk0804,1/26/99,1/27/99,6, , ,"7'deep, 6.95"" OD, 12.5' S of CL, pipe soft", ,y,{03E96EEC-030B-468D-8DB6-85E0E03342F2}
1253,wpbrk0817,091699,09/16/99,2, , ,"1015 S Greenwood/3'dp/OD 2.55/8'8""E of CL", ,y,{BF807407-6081-4BE9-8FF5-2A9DD3C14741}
1254,wpbrk0828,08/23/99,08/23/99,2, , ,"Clear Creek & College Dr/2""galvanized", ,y,{13ED4BF5-0399-4F77-BF68-760EF1D6BE81}
1255,wpbrk0840,01/25/00,01/25/00,6, , ,"E 10th, W of Fee /OD 7.20/38\""dp/6'N of CL", ,y,{24A9D3D5-ABD1-4CF1-8D8F-BA804140DB5D}
1256,wpbrk0857,07/30/99,07/30/99,3, , ,"SW of 1213 S Pickwick/ 3"" transite", ,y,{6DDB61DF-5FAA-4ED7-ADB2-C0639FB5C953}
1257,wpbrk0862,3/17/00,3/18/00,18, , ,"depth 9'-12', pipe split ctr to s side bypass", ,y,{64749D2D-9359-4424-B2F6-A77C933388A2}
1258,wpbrk0874,07/17/00,07/17/00,4, , ,west edge of road, ,y,{989733FF-A8F1-49D7-987F-59B614359C6D}
1259,wpbrk0889,09/01/00,09/01/00,2, , ,"112 Pinewood/17'N CL/2""copper/nxt to gas", ,y,{8FB4F5E0-12C8-4F21-9B40-D0A3EAD1AA15}
1260,wpbrk0909,11/27/00,11/27/00,4, , ,"Ruby Ln near Mitchell, 2' from edge rd", ,y,{1FDAAA2C-7653-409F-B4A2-9F93EFCA9DC6}
1261,wpbrk0925,02/04/96,02/04/96,6, , ,main aband after 1996, ,y,{22C655FD-1D89-4581-BE0D-6A936663A8CB}
1262,wpbrk0933,02/28/96,02/28/96,6, , ,7-10 breaks here in last 5 years - staley, ,y,{7EAF27D2-82B3-4FD1-ADE6-15BF98360DC2}
1263,wpbrk0942,05/13/02,05/13/02,6, , ,Oolitic & W 11th intersection, ,y,{6DDE684A-8A47-4552-A0F6-56A060AE65FB}
1264,wpbrk0947,12/11/00,12/11/00,6, , ,"Grimes Ln, 106 ft W of valv at Rogers", ,y,{CBCC7ACF-2249-464A-ADD3-DB9C342CDB1B}
1265,wpbrk0953,12/09/02,12/09/02,4, , ,17ft8in N of 913 Eastside meter pit; full seal clamp, ,y,{47FCCA68-AAB1-4210-B798-41215C6B4528}
1266,wpbrk0960,02/27/03,02/27/03,6, , ,"1400 W 11th/36""sleeve", ,y,{F9D52CF4-9F62-4261-AE13-357B2D7F5F15}
1267,wpbrk1011,12/  /04, ,4, , , , ,y,{1CC51A50-C976-4264-A72F-04AC3D34FAA3}
1268,wpbrk1068,09/28/05,09/28/05,4, , ,SW of 2200 E Matlock/N side, ,y,{D10AA294-92FC-4021-A6D1-82B054C75E4B}
1269,wpbrk0294,12/26/89,12/23/89,4, , ,N Walnut at Bypass, ,y,{9CA721FA-525E-427E-9093-E1AF48AA0207}
1270,wpbrk0695,11/30/81,11/30/81,4, , ,211 E Matlock Rd, ,y,{1B2134D8-8FF8-48EF-82D4-9677688A23BF}
1271,wpbrk0261,12/12/90,12/12/90,4, , ,Corner Matlock (bypass) and Martha, ,y,{6C18162D-9B7F-4DA6-9D91-630B83E56960}
1272,wpbrk0148,01/05/93,01/05/93, , , ,211 Matlock Rd, ,y,{8AF61831-9771-42F2-84A3-F0702740FA85}
1273,wpbrk1109,01/29/07,01/29/07,12, , ,full seal clamp, ,y,{FE55988C-78F2-4BA3-941E-597AF25BB85E}
1274,wpbrk1113,02/13/07,02/13/07,6, , ,10 feet south of curb, ,y,{18DCCA63-3AFD-45DA-A58F-F39DF082D3A7}
1275,wpbrk1127,08/21/07,08/21/07,8, , ,532 S Walnut/in paveWside/split_replaced 160in, ,y,{1D375418-F69F-4C71-8E23-D89986FD4ABA}
1276,wpbrk1140,10/17/07,10/17/07,6, , ,in storm tunnel/S Walnut/6x24 full seal, ,y,{AA3F98E8-2792-4BD7-B21F-A84E52F72F5A}
1277,wpbrk1154,12/26/07,12/26/07,4, , ,123ft N of valve, ,y,{AF9E4651-5AD2-4394-9A80-B5F6E50DADFD}
1278,wpbrk1157,01/11/08,01/11/08,4, , ,12ft S of tee & valve r4432 - full seal clamp, ,y,{E1CA5854-DB57-4468-A4F4-A7E9155AF816}
1279,wpbrk1159,01/29/08,01/29/08,4, , ,28in W of curb, ,y,{3C78FD6E-5E82-4B33-A4F7-CF155110846F}
1280,wpbrk1174, , ,6, , ,3246 Coppertree-unknown date-3 full seal clamps- DIP, ,y,{332284D1-C3D2-4630-AF7B-0EE0B3795F73}
1281,wpbrk1173,05/06/08,05/06/08,6, , ,3246 Coppertree-10ftNdrive-3holes in 6in - DIP, ,y,{F7E2DA8A-3BCE-4E2E-8555-AA588832F9CC}
1282,wpbrk0768,11/12/97,11/12/97,4, , ,"301 E Matlock/4\""CI/59\""dp/OD 4.8/100'W creek/flse", ,y,{59FAB877-7757-47F7-9170-25556F521CB5}
1283,wpbrk0906,02/27/01,02/27/01,4, , ,138' W of valve, ,y,{47C5B785-1047-4265-8091-229C88A88F13}
1284,wpbrk0660,07/21/82,07/21/82,4, , ,Corner Fritz and Matlock Rd, ,y,{8F1FDCF1-3839-4077-AAEB-B94BCEF7B262}
1285,wpbrk0550,02/27/85,02/28/85,4, , ,301 Matlock Rd (Adventist Church), ,y,{E86940BE-3504-4C13-9AB1-CCA0850E304F}
1286,wpbrk0290,12/26/89,12/26/89,2, , ,Corner Martha and Matlock, ,y,{B2E5EB3C-D812-44AD-8ABB-4D290B466258}
1287,wpbrk1176,07/02/08, ,4, , ,111 N Hampton Ct - 20ft N of serv line- 4 in main, ,y,{7FC4D42F-8532-441F-9C27-BA4D6279A891}
1288,wpbrk1192,11/02/08,11/02/08,6, , ,350 S. Grant - 6 ft from curb - full seal clamp, ,y,{34766901-A942-44AC-9C18-04BD5AA588D3}
1289,wpbrk1201,11/25/08,11/25/08,12, , ,2050 W 2nd St - full seal clamp - shut down road, ,y,{F08EC841-B8FB-442A-AEF3-25E884844E33}
1290,wpbrk1224,05/11/09,05/11/09,6, , ,3234 S Coppertree- 1in X 16in hole - needed 30in clamp to seal- DIP, ,y,{A938D5E3-0784-42CB-99BB-2362EC1D2EBD}
1291,wpbrk1228, ,07/17/09,4, , ,"cut in 4ft new pipe, exist mech joint near valve, full seat away from valve", ,y,{65047404-66A5-4494-B898-10E5186EF9DB}
1292,wpbrk1240,10/30/09,10/30/09,8, , ,335 S College Ave.  Old water main split abandoned in place., ,y,{46D440B5-8C97-4DDC-BCEA-45CFF1886151}
1293,wpbrk1278,12/17/09,12/18/09,6, , ,"fire hydrant arm broken, shut off valve and marked out of service, to be replace by new construction", ,y,{26D052B8-CD33-4834-845B-E3572242A2CA}
1294,wpbrk1311,08/31/10,08/31/10,6, , ,"East of driveway 3234 Coppertree, hole in pipe (full seal clamp).- DIP", ,y,{0D87A503-2692-4434-B44D-CC3A4A17F4BD}
1295,wpbrk1367,01/03/11,01/03/11,4, , ,111 N Hampton Ct  40ft from S corner of house - hole in pipe (full seal clamp), ,y,{F2740136-3225-4632-8C80-2219E2C1B233}
1296,wpbrk1377,02/09/11,02/09/11,4, , ,104/111 N Hampton Ct hole in pipe (full seal clamp), ,y,{8CEFB90A-1AD9-48D8-8DF6-33F728C68E38}
1297,wpbrk1383, , ,6, , ,"3852 Bainbridge Dr, Main break between 2006 and 2010 - single clamp", ,y,{9C1001CC-4C18-4217-A295-D3AE9B36E439}
1298,wpbrk1384,03/23/11,03/23/11,6, , ,"3852 Bainbridge Dr, 2 full seals next to old clamp (holes in pipe)", ,y,{2A1FBB88-A0E6-4BC4-9D8A-D82F995C9DBD}
1299,wpbrk1387,04/02/11,04/02/11,6, , ,3852 S Bainbridge has 3 holes in the main (3 more full seal clamps) 3 existing clamps already here., ,y,{530D9608-415A-48F5-81A1-8BE92D55AC0F}
1300,wpbrk1388,04/07/11,04/07/11,4, , ,Martha & Bypass Intersec -4in CI - full seal clamp, ,y,{6C353E14-2656-4B7E-9544-35E979D05776}
1301,wpbrk0213,11/21/91,11/25/91,4, , ,105 hampton CtH, ,y,{1E159EA3-4632-4123-997C-6FBAF5174BDC}
1302,wpbrk1396,04/27/11,04/27/11,8, , ,"463ft N of 4631 N Old SR 37, pipe connection blew apart at creek (abandoned 980ft section of main)", ,y,{D8990EAC-4BB1-4AE7-8D73-5360AE21C6D6}
1303,wpbrk1458,3/15/12,3/15/12,6, , ,3246 S Coppertree Dr replaced 21ft of DIP north of valve badly pitted had 6 full seals on pipe.- DIP, ,y,{F7C4D3B7-802D-4522-9A51-5B3D89583389}
1304,wpbrk1473,7/2/12,7/2/12,18, , ,N of 2931 N Dunn - this section valved off now bad break - replace later, ,y,{849899CE-4983-4655-B60A-B5A52A7B7C63}
1305,wpbrk1475,7/8/12,7/8/12,6, , ,3173 S Coppertree mainbreak- DIP, ,y,{39B05984-D6CB-449E-9E96-56BA06D3418F}
1306,wpbrk1522,4/3/13,4/3/13,6, , ,3161 Coppertree hole in ductile pipe 13ft west of ARV vault (full seal clamp)- DIP, ,y,{67F0AF31-B203-4E17-863C-A2C973B2855C}
1307,wpbrk0111,11/29/93,11/29/93,6,CI,1957,Corner Grant and Hillside Dr, ,y,{533924D0-C1D9-4FE2-98B6-A0BCCC63CCF9}
1308,wpbrk0146,01/25/93,04/15/93,2,SDR-21 PR200,1992,321 S Davisson St, ,y,{2F6E7C9C-3B0E-4962-8BEE-1E10C74E8DA4}
1309,wpbrk0097,02/03/95,02/02/95,6,CI-lead joint,1934,2525 S Rogers, ,y,{59D77267-010C-4A5D-82F7-95A313833977}
1310,wpbrk0209,12/16/91,12/17/91,6,CI-lead joint,1934,2525 S Rogers, ,y,{5CCA54C2-6FB8-4728-9166-0E68D3074492}
1311,wpbrk0335,02/14/89,02/14/89,6,CI-lead joint,1934,2505 S Rogers, ,y,{95CEFA0F-6201-43EB-A395-42A4F1027D4A}
1312,wpbrk0029,10/06/94,10/07/94,6,CI or DI,1976,4303 Stephens, ,y,{010B3BD6-7CBD-4DD4-8F91-28667C433088}
1313,wpbrk0035,08/25/94,08/30/94,unk,unk,unk,400 Block N Jefferson, ,y,{DAB28C2B-B26D-4969-9348-FF6C89880265}
1314,wpbrk0052,06/20/94,06/20/94,6,CI,1951,3303 Browncliff, ,y,{D6DF7EB2-E78D-48C8-AABB-3ACFA3D9E351}
1315,wpbrk0120,09/20/93,09/27/93,2,Galvanized,Before 1950,1000 Blk S Grant St, ,y,{0147E9AD-4CA1-48DB-B1F1-051D47EA874C}
1316,wpbrk0136,03/10/93,03/15/93,unk,unk,unk,100 S Jordan, ,y,{8FF572B5-4C5D-4422-A168-0B1A39628F37}
1317,wpbrk0139,03/08/93,03/08/93,3,unk,1959,1309 Pickwick Pl, ,y,{6706D812-C184-4A51-8B5E-14BD2EF1825E}
1318,wpbrk0140,02/15/93,03/03/93,6,CI-lead joint,1890,212 W Kirkwood, ,y,{526D6F8B-0A52-439B-9AD8-8E1E9109542F}
1319,wpbrk0223,10/17/91,10/17/91,unk,CI,unk,837 Hawthorne, ,y,{1B8F44B7-7284-4A5E-B982-74E836EDF467}
1320,wpbrk0232,06/30/92,06/30/92,2,unk,1958,431 S Reisner Rd, ,y,{2ED83DC8-57BA-4F34-8BD1-3FCEB6A72E6C}
1321,wpbrk0260,12/11/90,12/12/90,6,CI-lead joint,1934,Corner S Rogers and Joy St, ,y,{6B89B574-DB08-4F75-A09D-9372A5E7A014}
1322,wpbrk0262,12/12/90,12/12/90,6,CI,1953,3433 E Third, ,y,{D53AF55F-C95C-4A31-AC27-D55D03B038FD}
1323,wpbrk0301,12/14/89,12/14/89,2,Galvanized,1960,2231 Martha St, ,y,{12CA5AA8-8A61-47E1-A866-945C996F67C8}
1324,wpbrk0321,08/04/89,08/15/89,6,CI,1957,Corner Seventeenth and Woodlawn, ,y,{E7252D22-33E6-44BD-95A2-CC9CF05A4170}
1325,wpbrk0337,02/17/89,02/17/89,6,CI,1949,100 Block E Vermilya Av, ,y,{A31A2CEB-9CE2-4193-ACF5-381770B3790D}
1326,wpbrk0344,01/17/89,01/17/89,6,CI-lead joint,1934,1600 S Rogers, ,y,{FC9C9B87-FC12-48A5-B7FB-01116B68D86E}
1327,wpbrk0396,05/23/88,05/23/88,6,CI,1951,N Old 37, ,y,{2294847C-66F6-4080-B6C4-775BD12459C1}
1328,wpbrk0489,11/03/86,11/01/86,6,unk,unk,4201 W Leonard Springs Rd, ,y,{BE59E464-EED5-42FA-925D-80D7EB585650}
1329,wpbrk0524,10/15/85,10/12/85,6,CI,0,Leonard Springs and Barge, ,y,{A996D4C3-93A5-42AE-8F1C-BB553D276954}
1330,wpbrk0641,01/03/83,01/03/83,2,unk,1970,2310 W Benham Ln, ,y,{9E1D37EA-BE6F-45EF-A0CA-0DA7B494F3AC}
1331,wpbrk0922,01/08/01,01/08/01,2,Galvanized,1960,"2244 E Martha/2"" galv/full seal clamp", ,y,{82100408-3DDF-4801-B2D7-2AD13EE10E37}
1332,wpbrk0204,12/20/91,12/23/91,8,CI or DI,unk,Corner Oolitic and 11th, ,y,{6207BE2C-6219-4C4E-8031-AB42E1E33F67}
1333,wpbrk0080,01/07/94,01/10/94,4,CI,1956,Nancy and Ruby, ,y,{500C8DDF-0555-4EC6-A965-3E91EE615140}
