FID,tag,pipe_tag,pipe_year,date_repor,time_repor,reported_b,date_repai,time_start,time_compl,temperatur,address,pressure_z,direction_,surface_ab,traffic,pressure_c,chl_res_1_,pressure_1,chl_res_11,tallest_bu,special_se,size_of_ma,outside_di,depth_of_p,pipe_mater,type_of_jo,other_line,existing_b,descriptio,damaged_pa,deteriorat,type_of_fa,prev_leaks,number_of_,cause_of_b,remarks,repaired_o,method_of_,repairs_ma,comments,pres_ch_3_,chl_res_3_,pres_ch_31,chl_res_31,solution_s,trench_pum,pump_size_,line_flush,both_direc,abandoned,globalid
492,507,v46156,1964,2020-11-28,0, ,2020-11-28,1800,2015, ,4509 Blackstone Ct.,East,W to E,Lawn, ,0,0,0,0,0, ,6,0,40,Cast Iron, ,Gas,Soil,Main Leak,Pipe Barrel, ,Circumferential, ,0, , ,Repaired,Leak Clamp,Yes, ,0,0,0,0, , , , , ,n,{5B6B519A-E261-4F18-A4BB-609F957D1360}
493,509,v46108,1964,2020-12-12,0, ,2020-12-12,1000,1130, ,510 n hamilton ct.,Central,S to N,Lawn, ,0,0,0,0,0, ,6,0,48,Ductile Iron,Push-on/Slip,None,Soil,Main Break,Pipe Barrel, ,Blow Hole, ,0, , , ,Leak Clamp, , ,0,0,0,0, , , , , ,n,{177DF7D5-F125-4695-AE4F-6269394002CB}
494,510,o4718,1959,2020-12-09,0, ,2020-12-09,730,2130, ,1114 N Lindbergh,West,Loop,Paved, ,0,0,0,0,0, ,6,0,50,Ductile Iron,Push-on/Slip,None,Soil,Main Break,Pipe Barrel, ,Blow Hole, ,0, , , ,Leak Clamp, , ,0,0,0,0, , , , , ,n,{F3B8636B-CEB5-4928-870B-96C82A92E084}
495,511,wp15755,1993,2020-12-17,0, ,2020-12-17,940,0, ,"between 2301 & 2315 N. Smith Pk.
",West,S to N,Lawn, ,0,0,0,0,0, ,8,0,40,Ductile Iron,Not Covered,"Abandoned, Cable",Stone,Main Leak,Pipe Barrel, ,Blow Hole, ,0, , , ,Leak Clamp, , ,0,0,0,0, , , , , ,n,{A629C30D-B140-47E3-B590-644A057019C7}
496,512,q4247,1957,2020-12-18,0, ,2020-12-18,1330,1700, ,on S. Henderson at Melrose,Central,Loop,Paved, ,0,0,0,0,0, ,12,0,48,Cast Iron, ,"Abandoned, Gas",Soil,Main Leak,Pipe Barrel, ,Corporation, ,0, , , ,Leak Clamp, , ,0,0,0,0, , , , , ,n,{5D2BAED4-4BBB-4018-86C8-EFDE9501D225}
497,513,r3923,1965,2020-12-22,0, ,2020-12-22,530,900, ,E. Allendale and Tudor,Central,Loop,Paved, ,0,0,0,0,0, ,8,0,48,Cast Iron,Not Covered,None,Soil,Main Break,Pipe Barrel, ,Blow Hole, ,0, , , ,Replaced, , ,0,0,0,0, , , , , ,n,{5D1D4D4F-6DD1-4AB7-8994-0501C5946331}
498,514,o47153,1964,2021-01-01,0, ,2021-01-01,1130,1600, ,1007 N Summit,Central,Loop,Paved, ,0,0,0,0,0, ,10,0,65,Cast Iron,Push-on/Slip,None,Sand,Main Break,Pipe Barrel, ,Blow Hole, ,0, , , ,Leak Clamp, , ,0,0,0,0, , , , , ,n,{0AE7BF27-BFBF-4FDE-A35A-92509DF1FFAA}
499,515,s46260,1959,2021-01-03,0, ,2021-01-03,1730,2130, ,1774 E 10th,East,Loop,Paved, ,0,0,0,0,0, ,12,0,54,Cast Iron,Push-on/Slip,None,Stone,Main Leak,Pipe Barrel, ,Circumferential, ,0, , , ,Leak Clamp,Yes, ,0,0,0,0, , , , , ,n,{7FF22F6E-DA9A-4852-97D6-33D81CA31AFA}
500,516, ,0,2021-01-04,0, ,2021-01-04,1200,1500, ,1200 S Rogers,Central,Loop,Paved, ,0,0,0,0,0, ,6,0,30,Cast Iron,Push-on/Slip, ,Stone,Main Leak,Pipe Barrel, ,Circumferential, ,0, , , ,Leak Clamp,Yes, ,0,0,0,0, , , , , ,n,{4F1C71AF-47D9-48FE-8DA0-ABA7F9401F4B}
501,517,m4043,1969,2021-01-02,0, ,2021-01-06,900,1130, ,2821 Yonkers,West,W to E,Paved, ,0,0,0,0,0, ,2,0,36,Cast Iron,Push-on/Slip,None,Stone,Main Leak,Pipe Barrel, , , ,0, , , ,Leak Clamp,Yes, ,0,0,0,0, , , , , ,n,{A2D0FD75-2532-4C42-A2F4-7390679BAE23}
502,518,wp17913,0,2021-01-04,0, ,2021-01-07,845,945, ,431 W Walls,Central,W to E,Lawn, ,0,0,0,0,0, ,2,0,30,Galvanized,Push-on/Slip,Gas,Stone,Main Leak,Pipe Barrel, ,Blow Hole, ,0, , ,Repaired,Leak Clamp,Yes, ,0,0,0,0, ,No, , , ,n,{E44099FA-DD8E-46D5-82FF-60A152215A9A}
503,519,q3954,1965,2021-01-08,0, ,2021-01-08,1000,1200, ,125 Sunny Slopes,Central,Loop,Paved, ,0,0,0,0,0, ,4,0,36,Cast Iron,Push-on/Slip,None,Soil,Main Leak,Pipe Barrel, ,Circumferential, ,0, , , ,Leak Clamp,Yes, ,0,0,0,0, , , , , ,n,{BDFB9456-B9C0-4A00-B3BF-5805D080C8B5}
504,520,u4131,1992,2021-01-12,0, ,2021-01-12,930,1045, ,2801 Dale Ct.,Central,S to N,Paved, ,0,0,0,0,0, ,6,0,39,Ductile Iron,Push-on/Slip,Live Water,Stone,Main Break,Pipe Barrel, ,Blow Hole, ,0, , , ,Leak Clamp, , ,0,0,0,0, , , , , ,n,{31AADB37-3C68-4984-B388-35802FCC7557}
505,521,o46113,1983,2021-01-23,0, ,2021-01-23,1130,1300, ,Fountain and Gray St, ,Loop,Paved, ,0,0,0,0,0, ,6,0,48,Ductile Iron,Push-on/Slip,None,Stone,Main Leak,Pipe Barrel, ,Blow Hole, ,1, , , ,Leak Clamp, ,same hole we had a leak in on 01/21/21,0,0,0,0, , , , , ,n,{5686EF42-9234-416C-A198-C3DD07933A6B}
506,522, ,0,2021-01-17,0, ,2021-01-18,2100,330, ,1882 s walnut,Central,Loop,Paved, ,0,0,0,0,0, ,12,0,54,Ductile Iron,Push-on/Slip,Abandoned,Soil,Main Break,Service Saddle, ,Corporation, ,0, , ,Replaced,New Service,No, ,0,0,0,0, , , , , ,n,{53746AE9-AFD1-41B8-B13F-3837A3B01B83}
507,523, ,1961,2021-01-18,0, ,2021-01-18,1030,1330, ,101 E. Rural,Central,Loop,Lawn, ,0,0,0,0,0, ,6,0,42,Cast Iron,Push-on/Slip,None,Soil,Main Leak,Pipe Barrel, ,Circumferential, ,0, , , ,Leak Clamp,Reduced > 20psi, ,0,0,0,0, , , , , ,n,{AAFE2861-A231-4988-A910-E54FD083E2BD}
508,525,o46113,1983,2021-01-21,0, ,2021-01-21,1300,1500, ,1920 West Fountain Dr, ,Loop,Paved, ,0,0,0,0,0, ,6,0,40,Ductile Iron,Push-on/Slip,None,Stone,Main Leak,Pipe Barrel, ,Blow Hole, ,0, , , ,Leak Clamp, ,same hole we had a leak in on 01/23/21,0,0,0,0, , , , , ,n,{A475C4DB-566D-4DBA-8C35-04B87FC1545B}
509,526,p5019,1956,2021-01-27,0, ,2021-01-27,1300,1500, ,512 W Skyline,Dogwood,Loop,Lawn, ,0,0,0,0,0, ,6,0,24,Cast Iron,Mechanical Joint,Gas,Soil,Main Leak,"Flange nut, bolt, tie rod", ,Bolt Leak, ,0, , , ,replace split flange,Yes, ,0,0,0,0, , , , , ,n,{BC8C205E-285D-4AA7-914D-EF4F73DFA9F4}
510,527,p3974,1954,2021-01-28,0, ,2021-01-28,1030,1400, ,504 w lois ln, ,W to E,Paved, ,0,0,0,0,0, ,2,0,4,Cast Iron,Not Covered,None,"Stone, Soil",Main Leak,Pipe Barrel, ,Circumferential, ,0, , , ,Leak Clamp,Yes, ,0,0,0,0, , , , , ,n,{25D725A2-08B5-407E-9943-D90E6FF0ADA3}
511,528, ,0,2021-01-29,0, ,2021-01-30,200,800, ,7th and N walnut St, , ,Paved, ,0,0,0,0,0, ,8,0,42,Cast Iron,Not Covered,"Abandoned, Cable",Soil,Main Leak,Pipe Barrel, ,Circumferential, ,0, , , ,Leak Clamp,Yes, ,0,0,0,0, , , , , ,n,{33362DE8-6DC9-4D83-BA36-24DF5CBB901C}
512,529,n4215,0,2021-02-01,0, ,2021-02-01,0,0, ,1505 stone dr, , ,Paved, ,0,0,0,0,0, ,2,0,36,Cast Iron,Not Covered,None,Soil,Main Leak,Pipe Barrel, ,Blow Hole, ,0, , , ,Leak Clamp,Yes, ,0,0,0,0, , , , , ,n,{3F331E9A-D189-48F1-902A-AF41F6DDCC20}
513,530,wp12077,1959,2021-02-02,0, ,2021-02-02,1000,1145, ,2525 W Fountain Dr,West,Loop,Lawn, ,0,0,0,0,0, ,6,0,48,Cast Iron,Push-on/Slip,Sewer,Soil,Main Break,Pipe Barrel, ,Circumferential, ,0, , ,Repaired,Leak Clamp,No, ,0,0,0,0, ,Yes,2, , ,n,{A136D2B5-687A-4132-9111-C9A6696D9B60}
514,533, ,1964,2021-02-14,0, ,2021-02-14,800,1500, ,918 N Summit,IU,Loop,Lawn, ,0,0,0,0,0, ,4,0,53,Cast Iron, ,None,Stone,Water Main,Pipe Barrel, ,Blow Hole, ,0, , ,Repaired,Leak Clamp,No, ,0,0,0,0, ,No,4, , ,n,{009A3E5F-DCCB-4F84-AF89-7AD0DE136D16}
515,534, ,0,2021-02-20,0, ,2021-02-20,1300,2300, ,4th & Walnut,Central,N to S,Paved, ,0,0,0,0,0, ,12,0,54,Ductile Iron,Push-on/Slip,"Sewer, Gas","Stone, Sand, Soil",Main Break,Valve, , , ,0, , ,Repaired,Repaired Valve,No, ,0,0,0,0, ,Yes,6, , ,n,{42D8E9B1-0694-4091-8B7C-1143FA6AA021}
516,535,u403,1991,2021-02-22,0, ,2021-02-22,1000,1400, ,3112 Forrester,Central,Loop,Paved, ,0,0,0,0,0, ,12,0,48,Ductile Iron, ,None,Stone,Main Break,Pipe Barrel, ,Blow Hole, ,0, , ,Repaired,Leak Clamp,No, ,0,0,0,0, ,Yes,4, , ,n,{2CDC3BBE-B4B1-4D6A-812D-5F1F3C1218FD}
517,536, ,1910,2021-02-22,0, ,2021-02-22,1230,1400, ,6th & Lincoln St,Central,E to W,Paved, ,0,0,0,0,0, ,8,0,48,Cast Iron,Lead,None,Soil,Main Break,Pipe Barrel, ,Blow Hole, ,0, , ,Replaced,Replaced piece of pipe, , ,0,0,0,0, ,Yes,2, , ,n,{F03ACC73-B3B0-4AC8-A655-1599A072499D}
518,538,o451,1981,2021-02-23,0, ,2021-02-03,1100,1400, ,1403 W 6th,Central,Loop,Paved, ,0,0,0,0,0, ,6,0,50,Ductile Iron,Push-on/Slip,None,Stone,Main Leak,Pipe Barrel, ,Blow Hole, ,0, , ,Repaired,Leak Clamp,Reduced > 20psi, ,0,0,0,0, ,Yes,4, , ,n,{B3A09926-6F1E-45C2-898D-A03176A709F8}
519,539,q45240,1973,2021-02-25,0, ,2021-02-25,900,1600, ,102 N Walnut,Central,Loop,Paved, ,0,0,0,0,0, ,6,0,48,Cast Iron,Push-on/Slip,None,Stone,Main Break,Pipe Barrel, ,Circumferential, ,0, , ,Repaired,Leak Clamp,Reduced < 20psi, ,0,0,0,0, ,Yes,2, , ,n,{78E451ED-32C8-433B-84FC-5BA6CF88F570}
520,541,p3841,1987,2021-02-27,0, ,2021-02-27,1000,1200, ,3615 S Hays Dr,Central,N to S,Paved, ,0,0,0,0,0, ,4,0,54,Cast Iron,Push-on/Slip,None,Soil,Main Leak,Pipe Barrel, ,Circumferential, ,0, , ,Repaired,Leak Clamp,Yes, ,0,0,0,0, ,Yes,2, , ,n,{309F0CF4-FEC0-40A7-A87A-DFD9C9E1CC19}
521,542,n4615,1983,2021-03-15,0, ,2021-03-15,900,1145, ,1804 W Gray,IU,Loop,Gravel, ,0,0,0,0,0, ,6,0,36,Ductile Iron,Push-on/Slip,Live Water,Stone,Main Break,Pipe Barrel, ,Blow Hole, ,0, , ,Repaired,Leak Clamp,No, ,0,0,0,0, , , , , ,n,{540D8804-B3AD-4F50-963C-6C036AFA06CE}
522,543,q422,1983,2021-03-25,0, ,2021-03-25,1030,1300, ,1632 Buffstone Ct,Central,Loop,Ditch, ,0,0,0,0,0, ,6,0,0,Ductile Iron,Push-on/Slip,None,Soil,Main Leak,Pipe Barrel, ,Blow Hole, ,0, , ,Repaired,Leak Clamp,Reduced > 20psi, ,0,0,0,0, ,Yes,2, , ,n,{3D6B85C6-445B-4449-8024-02454E74415D}
523,546,u4267,1989,2021-03-28,0, ,2021-03-28,1500,1730, ,3501 William Ct,Central,S to N,Paved, ,0,0,0,0,0, ,6,0,48,Ductile Iron,Push-on/Slip,None,Stone,Main Break,Pipe Barrel, ,Blow Hole, ,0, , ,Repaired,Leak Clamp,No, ,0,0,0,0, ,Yes,2, , ,n,{A27075F0-6386-4B9F-AAEF-E40549B94072}
524,547, ,0,2021-10-01,0, ,2021-10-02,2100,200, ,E 14th & N Walnut,Central,Loop,Paved, ,0,0,0,0,0, ,6,0,48,Cast Iron, ,None,Soil,Main Break, , , , ,0, , ,Repaired,Leak Clamp,No, ,0,0,0,0, ,Yes,4, , ,n,{63C77DC7-25AA-44F9-BA4A-723EA8FCAA2D}
525,548, ,1992,2021-10-01,0, ,2021-10-01,900,1030, ,2620 Cota Dr,Central,E to W,Lawn, ,0,0,0,0,0, ,8,0,53,Ductile Iron,Push-on/Slip,Storm,Soil,Main Leak,Pipe Barrel, ,Blow Hole, ,1, , ,Repaired,Leak Clamp,Reduced >20psi, ,0,0,0,0, ,Yes,6, , ,n,{9F1AF86F-2AAD-4BFB-8824-E0D17AA8F8F7}
526,549,p47212,1954,2021-03-04,0, ,2021-03-04,700,1100, ,12th & Monroe,IU,Loop,Paved, ,0,0,0,0,0, ,6,0,36,Cast Iron,Push-on/Slip,Sewer,Stone,Main Leak,Pipe Barrel, ,Longitudinal Split, ,0, , ,Repaired,Leak Clamp,Yes, ,0,0,0,0, ,Yes,2, , ,n,{756D9EE4-453F-466D-ABB5-2AD8D9A99B4F}
527,550,o4726,1959,2021-02-18,0, ,2021-02-18,1000,1200, ,1012 N Lindbergh,IU,Loop,Lawn, ,0,0,0,0,0, ,6,0,60,Cast Iron,Push-on/Slip,None,Stone,Main Break,Pipe Barrel, , , ,0, , ,Replaced,Replaced,No, ,0,0,0,0, , , , , ,n,{C8C93442-CC80-48FF-9F6A-C0FE135D7995}
528,551,u408,1991,2021-02-23,0, ,2021-02-23,1400,1900, ,3101 David St,Central,E to W,Lawn, ,0,0,0,0,0, ,6,0,48,Ductile Iron,Push-on/Slip,None,Soil,Main Break,Pipe Barrel, ,Blow Hole, ,1, , ,Repaired,Leak Clamp,No, ,0,0,0,0, ,Yes,4, , ,n,{405BE3C6-48DE-4496-AE62-23DD7B335265}
529,552,o4781,1959,2021-02-25,0, ,2021-02-25,1130,1400, ,1306 W 15th St, , ,Paved, ,0,0,0,0,0, ,6,0,84,Cast Iron, ,None,Soil,Main Break,Pipe Barrel, ,Blow Hole, ,1, , ,Repaired,Leak Clamp,No, ,0,0,0,0, ,Yes,2, , ,n,{1CAAA491-FF97-450F-9F29-919D6686EE06}
530,553, ,0,2021-03-29,0, ,2021-03-29,1030,1200, ,1800 N Walnut,IU,Loop,Gravel, ,0,0,0,0,0, ,6,0,36,PVC,Push-on/Slip,None,Stone,Main Break,Fire Arm, ,Longitudinal Split, ,0, , ,Replaced,Replaced,No, ,0,0,0,0, ,Yes,2, , ,n,{6918366F-EF30-4547-ADA1-CA358E81A211}
531,555,o4339,1983,2021-04-02,0, ,2021-04-02,600,830, ,Allen & Larkspur,Central,E to W,Paved, ,0,0,0,0,0, ,8,0,68,Ductile Iron,Push-on/Slip,None,Stone,Main Break,Pipe Barrel, ,Blow Hole, ,0, , ,Repaired,Leak Clamp,No, ,0,0,0,0, ,Yes,2, , ,n,{D14C5E9B-5FAE-4511-A2E0-DFAF8D71A815}
532,556, ,1922,2021-04-07,0, ,2021-04-07,800,1000, ,Forrest & 11th,IU,Loop,Paved, ,0,0,0,0,0, ,6,0,24,Cast Iron,Lead,None,Stone,Main Leak,Pipe Barrel, ,Lead Joint Leak, ,0, , ,Repaired,Repacked Joint,Yes, ,0,0,0,0, ,Yes,2, , ,n,{637F5939-B588-4011-AF20-31659B832964}
533,558,wp16707,2004,2021-04-12,0, ,2021-04-12,2000,2230, ,315 W Kirkwood,Central,W to E,Paved, ,0,0,0,0,0, ,6,0,42,Ductile Iron,Push-on/Slip,None,Stone,Main Break,Pipe Barrel, ,Blow Hole, ,0, , ,Repaired,Leak Clamp,No, ,0,0,0,0, , , , , ,n,{C4810B50-05C6-485F-A11C-40478A31482A}
534,559,o4313,1982,2021-06-03,0, ,2021-06-03,1100,1200, ,1609 W Allen,Central,Loop,Lawn, ,0,0,0,0,0, ,12,0,52,Ductile Iron,Push-on/Slip,None,Stone,Main Leak,Pipe Barrel, ,Blow Hole, ,0, , ,Repaired,Leak Clamp,Reduced > 20psi, ,0,0,0,0, ,Yes,4, , ,n,{EB182018-7E97-44E1-848A-DEAB67472837}
535,560,wp2578,1991,2021-06-05,0, ,2021-06-05,700,900, ,1100 W Countryside Lane, , ,Paved, ,0,0,0,0,0, ,8,0,60,Ductile Iron, ,None,Soil,Main Leak,Pipe Barrel, ,Blow Hole, ,0, , ,Repaired,Leak Clamp,Reduced < 20psi, ,0,0,0,0, ,Yes,2, , ,n,{163174B8-2612-46F5-B1EA-D604B12F1930}
536,561,wp26219,2009,2020-06-17,0, ,2020-06-18,930,1100, ,15th & Fairview,Central,W to E,Lawn, ,0,0,0,0,0, ,2,0,42,PVC,Push-on/Slip,None,Soil,Main Break,Pipe Barrel, ,Blow Hole, ,0, , ,Repaired,Leak Clamp,Reduced to <20psi, ,0,0,0,0, ,Yes,2, , ,n,{ECF3FB6D-C1DE-42C9-8FC7-18DD4D11BE5B}
537,562,wp2578,1991,2021-06-21,0, ,2021-06-21,1900,2100, ,1100 W Countryside Lane,South,E to W,Gravel, ,0,0,0,0,0, ,8,0,48,Ductile Iron,Push-on/Slip,None,"Stone, Soil",Main Break,Pipe Barrel, ,Blow Hole, ,0, , ,Repaired,Leak Clamp,No, ,0,0,0,0, ,Yes,2, , ,n,{F9CBFC76-04F5-40DD-B73F-E4D056CA4CC2}
538,563, ,1964,2021-07-20,0, ,2021-07-21,800,930, ,Sheffield & Cabot,Russell,Loop,Paved, ,0,0,0,0,0, ,6,0,53,Cast Iron,Push-on/Slip,None,Stone,Main Leak,Pipe Barrel, ,Longitudinal Split, ,0, , ,Repaired,Leak Clamp,Yes, ,0,0,0,0, ,No, , , ,n,{17B617FA-3021-4192-8B00-B71BB55A69D1}
539,564, ,0,2021-08-26,0, ,2021-08-27,700,900, ,601 N Walnut,Central,Loop,Paved, ,0,0,0,0,0, ,4,0,48,Cast Iron,Lead,None,"Stone, Sand, Soil",Main Leak,Pipe Barrel, ,Longitudinal Split, ,0, , ,Repaired,Leak Clamp,Yes, ,0,0,0,0, ,No, , , ,n,{5A2CECF0-0A8A-497C-A910-A67EE98196C7}
540,565,r4812,1922,2021-08-27,0, ,2021-08-27,2200,400, ,17th & Fee,Central,N to S,Paved, ,0,0,0,0,0, ,6,0,48,Cast Iron, ,None,"Stone, Soil",Main Leak,Pipe Barrel, ,Longitudinal Split, ,0, , ,Replaced,Replaced,No, ,0,0,0,0, ,Yes,2, , ,n,{96BA920F-BD0A-4335-A4CB-5E3957F76867}
541,566, ,0,2021-09-06,0, ,2021-09-06,900,1400, ,7th & Waldron,Central,Loop,Paved, ,0,0,0,0,0, ,8,0,48,Ductile Iron, ,"Storm, Cable",Soil,Main Break,Pipe Barrel, ,Blow Hole, ,0, , ,Repaired, ,No,"had to remove 18"""" concrete storm to get to line",0,0,0,0, ,Yes,"2, 4", , ,n,{0E925473-B688-4214-9FEE-C0D9A48ABAD6}
542,567, ,1996,2021-09-06,0, ,2021-09-06,1430,1630, ,2500 N Curry Pk,West,W to E,Paved, ,0,0,0,0,0, ,8,0,48,Ductile Iron,Push-on/Slip,Sewer,Stone,Main Leak,Pipe Barrel, ,Blow Hole, ,0, , ,Repaired,Leak Clamp,Reduced > 20psi, ,0,0,0,0, ,Yes,4, , ,n,{950FD687-52CD-412B-875E-D7DBC87EF240}
543,568,u4452,1958,2021-09-29,0, ,2021-09-29,1130,1330, ,600 S Pleasant Ridge Rd,Central,Loop,Paved, ,0,0,0,0,0, ,6,0,48,Cast Iron,Push-on/Slip,Water,Soil,Main Leak,Pipe Barrel, ,Blow Hole, ,0, , ,Repaired,Leak Clamp,Reduced >20psi, ,0,0,0,0, ,Yes,2, , ,n,{97DA538E-ADAE-4C8B-B384-6349A7AB6905}
544,569, ,1992,2021-09-29,0, ,2021-09-29,900,1130, ,2620 Cota Dr,Central,E to W,Lawn, ,0,0,0,0,0, ,8,0,53,Ductile Iron,Push-on/Slip,Storm,Soil,Main Break,Pipe Barrel, ,Blow Hole, ,0, , ,Repaired,Leak Clamp,Reduced < 20psi, ,0,0,0,0, ,Yes,2, , ,n,{54652EE0-1F09-452A-BC8C-F784E92D0FC0}
545,570,wp8649,0,2021-10-14,0, ,2021-10-27,0,0, ,229 W 1st,Central,W to E,Gravel, ,0,0,0,0,0, ,2,0,24,Galvanized,Push-on/Slip,None,Stone,Main Leak,Pipe Barrel, ,Blow Hole, ,0, , ,Repaired,Leak Clamp,Yes, ,0,0,0,0, ,Yes,2, , ,n,{605BA4C8-FB50-4092-96D1-C4621D72D7EE}
546,571,wp26008,1959,2021-11-20,0, ,2021-11-20,1530,530, ,3624 Morningside,Central, ,Lawn, ,0,0,0,0,0, ,6,0,48,Cast Iron, ,None,Soil,Main Leak,Pipe Barrel, ,Circumferential, ,0, , ,Repaired,Leak Clamp,Yes, ,0,0,0,0, ,Yes,4, , ,n,{BDBF9D31-B970-4D4E-AB85-66B4E8C02A0A}
547,572,s434,1956,2020-11-20,0, ,2020-11-20,1000,1230, ,1587 Southdowns, , ,Paved, ,0,0,0,0,0, ,6,0,48,Cast Iron, ,Gas,Soil,Main Leak,Pipe Barrel, ,Circumferential, ,0, , ,Repaired,Leak Clamp,Yes, ,0,0,0,0, ,Yes,2, , ,n,{0C7F6D42-4B4D-4E48-9C50-268971587CAD}
548,573,s3933,1988,2021-03-21,0, ,2021-03-21,1630,1800, ,2300 Ashwood Ct, , ,Lawn, ,0,0,0,0,0, ,6,0,60,Ductile Iron, ,None,Stone,Main Break,Pipe Barrel, ,Blow Hole, ,2, , ,Repaired,Leak Clamp,No, ,0,0,0,0, ,Yes,4, , ,n,{084E6D83-56C8-4C4A-822F-241D7FF659B1}
549,574, ,0,2021-05-14,0, ,2021-05-14,1430,1600, ,Estate Dr & Hedgewood Dr,West,Loop,Gravel, ,0,0,0,0,0, ,6,0,36,Ductile Iron, ,None,Soil,Main Leak,Pipe Barrel, ,Blow Hole, ,0, , ,Repaired,Leak Clamp,Yes, ,0,0,0,0, , , , , ,n,{75081F8F-07CF-450C-A17C-612B3485E06A}
550,575,wp18413,1954,2020-11-21,0, ,2020-11-22,2400,430, ,662 W Green Rd.,Central, , , ,0,0,0,0,0, ,6,0,48,Cast Iron,Not Covered, ,Soil,Main Leak,Pipe Barrel, ,Circumferential, ,0, , ,Repaired,Leak Clamp,Reduced >20psi, ,0,0,0,0, , , , , ,n,{07B06AF7-9955-4B1E-BFD2-F8FFB3DC03A3}
551,576,wp21773,1964,2020-11-20,0, ,2020-11-20,930,1130, ,3550 Clubhouse Dr,Central, , , ,0,0,0,0,0, ,4,0,4,Cast Iron,Not Covered, ,Soil,Main Leak,Pipe Barrel, ,Longitudinal Split, ,0, , ,Repaired,Leak Clamp,Yes, ,0,0,0,0, ,1,2, , ,n,{CB7E3CAE-624C-4C54-93AD-5424BF15C1FF}
552,577,q3731,1957,2020-12-01,0, ,2020-12-01,1115,2000, ,3410 S Walnut St,Central,Loop,Paved, ,0,0,0,0,0, ,12,0,48,Cast Iron,Push-on/Slip,Live Water,Soil,Main Break,Pipe Barrel, ,Circumferential, ,0, , ,Repaired,Leak Clamp,Reduced < 20psi, ,0,0,0,0, ,2,2, , ,n,{AEC5C963-0FD5-40B7-A1C2-4210F7E8FB46}
553,580, wp15509,1964,2021-01-25,0, ,2021-01-25,900,1130, ,1009 Illinois St,West,Loop,Lawn, ,0,0,0,0,0, ,6,0,55,Cast Iron,Push-on/Slip,None,Stone,Main Leak,Pipe Barrel, ,Circumferential, ,0, , ,Repaired,Leak Clamp,Reduced >20psi, ,0,0,0,0, ,Yes,2, , ,n,{F24B711B-2F82-4840-8F82-8C980A9F0E8E}
554,581, ,1954,2021-02-17,0, ,2021-02-17,1030,1300, ,15th & Maple,IU,Loop,Paved, ,0,0,0,0,0, ,8,0,36,Cast Iron,Push-on/Slip,None,Stone,Main Break,Pipe Barrel, ,Circumferential, ,0, , ,Repaired,Leak Clamp,Reduced <20psi, ,0,0,0,0, ,Yes,2, , ,n,{5E44CA9C-F9E1-4D08-BB83-709A80EF5D5F}
555,582, ,0,2021-02-18,0, ,2021-02-18,1800,1900, ,1312 W 12th,IU,Loop,Lawn, ,0,0,0,0,0, ,6,0,60,Cast Iron, ,None,Stone,Main Break,Valve was shut causing area to be out of water, , , ,0, , ,Repaired,Turned Valve On, , ,0,0,0,0, ,No, , , ,n,{CC38BC14-4E36-4D22-B7DC-243761DA0612}
556,583, o4776,1959,2021-02-19,0, ,2021-02-19,900,1045, ,1208 W 15th St,IU,Loop,Lawn, ,0,0,0,0,0, ,6,0,41,Cast Iron,Push-on/Slip,None,Soil,Main Break,Pipe Barrel, ,Circumferential, ,0, , ,Repaired,Leak Clamp,No, ,0,0,0,0, ,Yes,2, , ,n,{69F6D861-78F5-43FF-9343-ABE220EF4733}
557,584, wp36537,1922,2021-02-22,0, ,2021-02-22,1100,1700, ,902 S Lincoln St, , ,Paved, ,0,0,0,0,0, ,6,0,48, Cast Iron Lead Joint,Push-on/Slip,Sewer,Stone,Main Break,Pipe Barrel, ,Longitudinal Split, ,0, , ,Replaced,Replaced,No, ,0,0,0,0, ,Yes,2, , ,n,{948997AF-7349-47C7-9052-AB8A0962C339}
558,585, q4974,1960,2021-02-23,0, ,2021-02-23,1000,1200, ,2321 N Fritz Dr,IU,Loop,Lawn, ,0,0,0,0,0, ,4,0,36,Cast Iron, ,None,Soil,Main Leak,Pipe Barrel, ,Circumferential, ,0, , ,Repaired,Leak Clamp,Yes, ,0,0,0,0, ,Yes,2, , ,n,{920C752C-3AD1-4FF6-9F98-344AC92F140A}
559,586, wp22143,1959,2021-04-14,0, ,2021-04-14,1400,1530, ,1305 N Hancock,West,W to E,Paved, ,0,0,0,0,0, ,6,0,47,Cast Iron,Push-on/Slip,None,Soil,Main Break,Pipe Barrel, ,Blow Hole, ,0, , ,Repaired,Leak Clamp,No, ,0,0,0,0, ,Yes,2, , ,n,{0FB76C78-CC0D-42F3-A68B-E06BE93E8DE8}
560,587,wp14864,2003,2021-04-16,0, ,2021-04-17,2199,430, ,2311 S Rockport Rd,Central,W to E,Paved, ,0,0,0,0,0, ,6,0,100,Ductil Iron,Push-on/Slip,Sewer,Stone,Main Leak,Pipe Barrel, ,Blow hole, ,1, , ,Repaired,Leak Clamp,Reduced <20psi,Main needs to be replaced no reason to be 8' deep has had several breaks DIP is rotten,0,0,0,0, ,Yes,2, , ,n,{133EF401-CF62-4C85-84F0-53C64640CAE7}
561,588, ,0,2021-04-19,0, ,2021-04-19,900,1300, ,1800 N Walnut,IU,Loop,Gravel, ,0,0,0,0,0, ,8,0,84,Ductile Iron, ,None,Stone,Main Break,Valve Body Split, , , ,0, , ,Repaired,Took valve off and capped tapping saddle,No, ,0,0,0,0, ,Yes,4, , ,n,{094BB345-C6C2-4FDD-8053-261C284ED373}
